disease,count
alopecia,1
infectious disease.,1
acute myeloid leukemia,,1
beta-thalassemia,1
conversion disorder,,1
hereditary hemorrhagic telangiectasia,,1
autoimmune hepatitis,1
skin cancer,,1
trichotillomania,1
substance dependence,1
lactose intolerance,,1
sickle cell anemia.,1
major depressive disorder.,1
major depressive disorder,,1
arthropathy,1
nephropathy,1
heart disease;,1
polycythemia,1
somatoform disorder,1
diabetic retinopathy,,1
patent foramen ovale,1
tetraplegia,1
acute pancreatitis.,1
neurofibromatosis,1
acinic cell carcinoma,1
thalassemia,1
achromatopsia,1
optic atrophy,1
cardiac tamponade,,1
post-traumatic stress disorder.,1
chronic frontal sinusitis,,1
rheumatic fever.,1
chronic frontal sinusitis.,1
rheumatic fever,,1
scotoma,1
acropustulosis,1
hypoglycemia,1
malabsorption,1
spinal muscular atrophy,1
degenerative disc disease.,1
degenerative disc disease,,1
thoracic outlet syndrome,1
male infertility,1
trigeminal neuralgia.,1
iron deficiency anemia,1
agoraphobia,1
acute pancreatitis,1
autoimmune thyroiditis.,1
restless legs syndrome.,1
pulmonary edema,,1
narcolepsy,1
myositis,1
ulcerative colitis,,1
pulmonary edema;,1
anisometropia,1
autoimmune disease,,1
peripheral neuropathy,,1
exotropia,1
diabetes insipidus,1
carcinoma in situ,,1
chronic fatigue syndrome?,1
vitiligo,1
herpes zoster,,1
acute maxillary sinusitis,1
thrombophilia,1
pericardial effusion;,1
cholecystitis,1
stomatitis,1
inborn error of metabolism.,1
osteonecrosis,1
anorexia nervosa,1
spinal muscular atrophy,,1
porphyria,1
vesicoureteral reflux,1
essential tremor.,1
cavernous sinus thrombosis,,1
disseminated intravascular coagulation,1
aortic atherosclerosis,,1
hyperinsulinemia,1
refractive error,,1
mental disorder,,1
polyneuropathy,1
vasomotor rhinitis,1
alcohol abuse.,1
alcohol abuse,,1
pain disorder,1
metabolic acidosis,,1
somatoform disorder,,1
